		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
07/14/13	6:40 a	16.5	16.6	16.5	26	-3.1	0.4	NE	0.03	0.9	NE	16.5	14.2	14.2	759.4	0.00	0.0	0.001	0.000	20.2	20	-3.5	17.6	4.55	1.1973	24	1	100.0	1
07/14/13	6:41 a	16.5	16.5	16.5	26	-3.1	0.0	---	0.00	0.0	---	16.5	14.2	14.2	759.4	0.00	0.0	0.001	0.000	20.2	20	-3.5	17.6	4.55	1.1972	23	1	100.0	1
07/14/13	6:42 a	16.5	16.5	16.5	25	-3.6	0.4	NE	0.03	0.4	NE	16.5	14.1	14.1	759.4	0.00	0.0	0.001	0.000	20.2	21	-2.8	17.6	4.75	1.1969	23	1	100.0	1
07/14/13	6:43 a	16.5	16.5	16.5	25	-3.6	0.0	NE	0.00	0.4	NE	16.5	14.1	14.1	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.8	17.7	4.75	1.1967	24	1	100.0	1
07/14/13	6:44 a	16.6	16.6	16.5	26	-3.0	0.0	NE	0.00	0.4	NE	16.6	14.2	14.2	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.8	17.7	4.75	1.1966	23	1	100.0	1
07/14/13	6:45 a	16.6	16.6	16.6	26	-3.0	0.0	E	0.00	0.4	E	16.6	14.2	14.2	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.8	17.7	4.75	1.1967	24	1	100.0	1
07/14/13	6:46 a	16.7	16.7	16.6	26	-3.0	0.4	SE	0.03	0.4	ESE	16.7	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.7	17.7	4.75	1.1964	23	1	100.0	1
07/14/13	6:47 a	16.7	16.7	16.7	26	-3.0	0.4	SE	0.03	0.4	SE	16.7	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.7	17.7	4.75	1.1965	23	1	100.0	1
07/14/13	6:48 a	16.8	16.8	16.7	26	-2.9	0.4	SSE	0.03	0.9	SSW	16.8	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.3	21	-2.7	17.7	4.75	1.1964	24	1	100.0	1
07/14/13	6:49 a	16.9	16.9	16.8	26	-2.8	0.9	SSW	0.05	0.9	SSW	16.9	14.5	14.5	759.4	0.00	0.0	0.001	0.000	20.4	21	-2.7	17.8	4.75	1.1962	23	1	100.0	1
07/14/13	6:50 a	16.9	16.9	16.9	26	-2.7	1.3	SSW	0.08	1.3	SSW	16.9	14.6	14.6	759.4	0.00	0.0	0.001	0.000	20.4	21	-2.7	17.8	4.75	1.1962	24	1	100.0	1
07/14/13	6:51 a	16.9	16.9	16.9	25	-3.2	1.3	SSW	0.08	1.3	SSW	16.9	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.4	21	-2.6	17.9	4.75	1.1960	23	1	100.0	1
07/14/13	6:52 a	16.9	16.9	16.9	25	-3.3	1.3	SSW	0.08	1.3	SSW	16.9	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.4	21	-2.6	17.9	4.75	1.1960	24	1	100.0	1
07/14/13	6:53 a	16.9	16.9	16.9	25	-3.3	1.3	SW	0.08	1.3	SSW	16.9	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.4	21	-2.6	17.9	4.75	1.1960	23	1	100.0	1
07/14/13	6:54 a	16.8	16.9	16.8	25	-3.3	1.3	SW	0.08	1.3	SW	16.8	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.5	21	-2.6	17.9	4.75	1.1957	23	1	100.0	1
07/14/13	6:55 a	16.8	16.8	16.8	25	-3.4	1.3	SW	0.08	1.3	SW	16.8	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.5	21	-2.6	17.9	4.75	1.1957	24	1	100.0	1
07/14/13	6:56 a	16.8	16.8	16.7	25	-3.4	0.4	SSW	0.03	0.9	SSW	16.8	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.5	21	-2.6	17.9	4.75	1.1958	23	1	100.0	1
07/14/13	6:57 a	16.7	16.8	16.7	25	-3.4	0.4	SSW	0.03	0.4	SSW	16.7	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.5	21	-2.6	17.9	4.75	1.1958	24	1	100.0	1
07/14/13	6:58 a	16.7	16.8	16.7	25	-3.4	0.4	SW	0.03	0.4	SW	16.7	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.6	21	-2.6	18.0	4.75	1.1955	23	1	100.0	1
07/14/13	6:59 a	16.8	16.8	16.7	25	-3.4	0.0	WSW	0.00	0.4	WSW	16.8	14.3	14.3	759.4	0.00	0.0	0.001	0.000	20.6	21	-2.6	18.0	4.75	1.1955	23	1	100.0	1
07/14/13	7:00 a	16.8	16.8	16.7	26	-2.9	0.0	WSW	0.00	0.4	WSW	16.8	14.4	14.4	759.4	0.00	0.0	0.001	0.000	20.6	21	-2.6	18.0	4.75	1.1955	24	1	100.0	1
07/14/13	7:01 a	16.8	16.8	16.8	26	-2.8	0.0	---	0.00	0.0	---	16.8	14.4	14.4	759.5	0.00	0.0	0.001	0.000	20.6	21	-2.6	18.0	4.75	1.1956	23	1	100.0	1
07/14/13	7:02 a	16.9	16.9	16.8	26	-2.8	0.0	---	0.00	0.0	---	16.9	14.5	14.5	759.4	0.00	0.0	0.001	0.000	20.6	21	-2.5	18.1	4.75	1.1953	23	1	100.0	1
08/22/13	8:38 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.6	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1687	0	1	0.0	1
08/22/13	8:39 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.6	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1691	0	1	0.0	1
08/22/13	8:40 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.6	0.00	0.0	---	---	22.4	58	13.8	22.4	10.65	1.1694	0	1	0.0	1
08/22/13	8:41 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.6	0.00	0.0	---	---	22.4	59	14.0	22.4	10.85	1.1690	0	1	0.0	1
08/22/13	8:42 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.6	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1693	0	1	0.0	1
08/22/13	8:43 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.7	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1694	0	1	0.0	1
08/22/13	8:44 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1695	0	1	0.0	1
08/22/13	8:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.7	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1694	0	1	0.0	1
08/22/13	8:46 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1695	0	1	0.0	1
08/22/13	8:47 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.7	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1694	0	1	0.0	1
08/22/13	8:48 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1696	0	1	0.0	1
08/22/13	8:49 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1696	0	1	0.0	1
08/22/13	8:50 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1696	0	1	0.0	1
08/22/13	8:51 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.4	59	14.0	22.4	10.86	1.1696	0	1	0.0	1
08/22/13	8:52 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.5	59	14.1	22.6	10.85	1.1691	0	1	0.0	1
08/22/13	8:53 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1691	0	1	0.0	1
08/22/13	8:54 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.8	0.00	0.0	---	---	22.6	58	13.9	22.7	10.64	1.1688	0	1	0.0	1
08/22/13	8:55 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.9	0.00	0.0	---	---	22.8	58	14.1	23.0	10.63	1.1678	0	1	0.0	1
08/22/13	8:56 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.9	0.00	0.0	---	---	22.9	57	14.0	23.1	10.42	1.1675	0	1	0.0	1
08/22/13	8:57 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	755.9	0.00	0.0	---	---	23.0	57	14.0	23.2	10.41	1.1673	0	1	0.0	1
08/22/13	8:58 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	23.0	57	14.0	23.2	10.41	1.1674	0	1	0.0	1
08/22/13	8:59 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	23.1	57	14.1	23.2	10.41	1.1671	0	1	0.0	1
08/22/13	9:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	23.1	57	14.1	23.3	10.41	1.1668	0	1	0.0	1
08/22/13	9:01 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	23.1	57	14.1	23.3	10.41	1.1668	0	1	0.0	1
08/22/13	9:02 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.9	57	14.0	23.1	10.42	1.1677	0	1	0.0	1
08/22/13	9:03 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.8	58	14.1	22.9	10.63	1.1683	0	1	0.0	1
08/22/13	9:04 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.7	58	14.0	22.8	10.63	1.1685	0	1	0.0	1
08/22/13	9:05 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.7	58	14.0	22.7	10.64	1.1688	0	1	0.0	1
08/22/13	9:06 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.6	58	13.9	22.7	10.64	1.1690	0	1	0.0	1
08/22/13	9:07 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1693	0	1	0.0	1
08/22/13	9:08 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1694	0	1	0.0	1
08/22/13	9:09 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.0	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1694	0	1	0.0	1
08/22/13	9:10 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.1	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1695	0	1	0.0	1
08/22/13	9:11 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.1	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1698	0	1	0.0	1
08/22/13	9:12 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.1	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1698	0	1	0.0	1
08/22/13	9:13 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1699	0	1	0.0	1
08/22/13	9:14 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1699	0	1	0.0	1
08/22/13	9:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.5	58	13.8	22.5	10.65	1.1700	0	1	0.0	1
08/22/13	9:16 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.4	58	13.8	22.4	10.65	1.1703	0	1	0.0	1
08/22/13	9:17 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.6	58	13.9	22.6	10.65	1.1697	0	1	0.0	1
08/22/13	9:18 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.6	57	13.7	22.6	10.44	1.1697	0	1	0.0	1
08/22/13	9:19 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.6	57	13.7	22.6	10.44	1.1697	0	1	0.0	1
08/22/13	9:20 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.8	57	13.9	22.9	10.43	1.1686	0	1	0.0	1
08/22/13	9:21 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	22.9	56	13.7	23.0	10.28	1.1684	0	1	0.0	1
08/22/13	9:22 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	23.0	56	13.7	23.1	10.28	1.1681	0	1	0.0	1
08/22/13	9:23 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.2	0.00	0.0	---	---	23.0	56	13.7	23.1	10.28	1.1681	0	1	0.0	1
08/22/13	9:24 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	23.1	56	13.8	23.2	10.28	1.1680	0	1	0.0	1
08/22/13	9:25 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	23.1	56	13.8	23.2	10.28	1.1680	0	1	0.0	1
08/22/13	9:26 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	23.1	56	13.9	23.2	10.28	1.1678	0	1	0.0	1
08/22/13	9:27 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.9	56	13.6	22.9	10.29	1.1688	0	1	0.0	1
08/22/13	9:28 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.8	57	13.8	22.9	10.43	1.1691	0	1	0.0	1
08/22/13	9:29 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.7	57	13.7	22.7	10.44	1.1696	0	1	0.0	1
08/22/13	9:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.6	57	13.7	22.6	10.44	1.1698	0	1	0.0	1
08/22/13	9:31 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.6	57	13.6	22.6	10.45	1.1701	0	1	0.0	1
08/22/13	9:32 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.6	57	13.6	22.6	10.45	1.1701	0	1	0.0	1
08/22/13	9:33 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.5	57	13.6	22.4	10.45	1.1704	0	1	0.0	1
08/22/13	9:34 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.5	57	13.6	22.4	10.45	1.1705	0	1	0.0	1
08/22/13	9:35 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.5	57	13.6	22.4	10.45	1.1705	0	1	0.0	1
08/22/13	9:36 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.5	57	13.6	22.4	10.45	1.1706	0	1	0.0	1
08/22/13	9:37 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.3	0.00	0.0	---	---	22.4	57	13.5	22.4	10.45	1.1707	0	1	0.0	1
08/22/13	9:38 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	57	13.5	22.4	10.45	1.1709	0	1	0.0	1
08/22/13	9:39 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	57	13.5	22.4	10.45	1.1709	0	1	0.0	1
08/22/13	9:40 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	57	13.5	22.4	10.45	1.1709	0	1	0.0	1
08/22/13	9:41 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	57	13.5	22.4	10.45	1.1709	0	1	0.0	1
08/22/13	9:42 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.5	57	13.6	22.4	10.45	1.1706	0	1	0.0	1
08/22/13	9:43 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.6	57	13.6	22.6	10.45	1.1704	0	1	0.0	1
08/22/13	9:44 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.6	57	13.7	22.6	10.44	1.1700	0	1	0.0	1
08/22/13	9:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.8	56	13.5	22.8	10.29	1.1695	0	1	0.0	1
08/22/13	9:46 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.9	56	13.6	22.9	10.29	1.1690	0	1	0.0	1
08/22/13	9:47 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.9	56	13.7	23.0	10.28	1.1687	0	1	0.0	1
08/22/13	9:48 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.9	55	13.4	23.0	10.08	1.1691	0	1	0.0	1
08/22/13	9:49 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	23.0	55	13.5	23.1	10.08	1.1688	0	1	0.0	1
08/22/13	9:50 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	23.1	55	13.5	23.1	10.08	1.1685	0	1	0.0	1
08/22/13	9:51 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	23.1	55	13.5	23.1	10.08	1.1685	0	1	0.0	1
08/22/13	9:52 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.8	56	13.6	22.9	10.29	1.1693	0	1	0.0	1
08/22/13	9:53 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.7	56	13.5	22.7	10.29	1.1699	0	1	0.0	1
08/22/13	9:54 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.6	56	13.4	22.6	10.30	1.1704	0	1	0.0	1
08/22/13	9:55 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.6	56	13.3	22.5	10.30	1.1707	0	1	0.0	1
08/22/13	9:56 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.5	56	13.3	22.4	10.30	1.1710	0	1	0.0	1
08/22/13	9:57 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.5	56	13.3	22.4	10.30	1.1710	0	1	0.0	1
08/22/13	9:58 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	56	13.2	22.3	10.30	1.1713	0	1	0.0	1
08/22/13	9:59 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.3	10.30	1.1713	0	1	0.0	1
08/22/13	10:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.4	56	13.2	22.3	10.30	1.1713	0	1	0.0	1
08/22/13	10:01 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.2	10.30	1.1716	0	1	0.0	1
08/22/13	10:02 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.2	10.30	1.1716	0	1	0.0	1
08/22/13	10:03 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.2	10.30	1.1716	0	1	0.0	1
08/22/13	10:04 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.2	10.30	1.1716	0	1	0.0	1
08/22/13	10:05 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	56	13.1	22.2	10.31	1.1719	0	1	0.0	1
08/22/13	10:06 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	56	13.1	22.2	10.31	1.1719	0	1	0.0	1
08/22/13	10:07 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	56	13.2	22.3	10.30	1.1713	0	1	0.0	1
08/22/13	10:08 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.5	56	13.3	22.4	10.30	1.1711	0	1	0.0	1
08/22/13	10:09 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.5	56	13.3	22.4	10.30	1.1711	0	1	0.0	1
08/22/13	10:10 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.7	55	13.2	22.7	10.09	1.1703	0	1	0.0	1
08/22/13	10:11 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.8	55	13.3	22.8	10.09	1.1700	0	1	0.0	1
08/22/13	10:12 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.8	55	13.3	22.8	10.09	1.1696	0	1	0.0	1
08/22/13	10:13 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.8	55	13.3	22.8	10.09	1.1697	0	1	0.0	1
08/22/13	10:14 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.9	54	13.1	22.8	9.89	1.1698	0	1	0.0	1
08/22/13	10:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.4	0.00	0.0	---	---	22.9	54	13.1	22.8	9.89	1.1697	0	1	0.0	1
08/22/13	10:16 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.9	54	13.1	22.8	9.89	1.1698	0	1	0.0	1
08/22/13	10:17 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.7	54	12.9	22.7	9.89	1.1706	0	1	0.0	1
08/22/13	10:18 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.6	55	13.1	22.4	10.10	1.1711	0	1	0.0	1
08/22/13	10:19 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.5	55	13.0	22.4	10.10	1.1714	0	1	0.0	1
08/22/13	10:20 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	55	13.0	22.3	10.10	1.1717	0	1	0.0	1
08/22/13	10:21 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.4	55	12.9	22.2	10.10	1.1719	0	1	0.0	1
08/22/13	10:22 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	55	12.9	22.1	10.11	1.1722	0	1	0.0	1
08/22/13	10:23 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	55	12.9	22.1	10.11	1.1722	0	1	0.0	1
08/22/13	10:24 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.3	55	12.8	22.0	10.11	1.1727	0	1	0.0	1
08/22/13	10:25 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	55	12.8	22.0	10.11	1.1725	0	1	0.0	1
08/22/13	10:26 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1729	0	1	0.0	1
08/22/13	10:27 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1728	0	1	0.0	1
08/22/13	10:28 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1728	0	1	0.0	1
08/22/13	10:29 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1729	0	1	0.0	1
08/22/13	10:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1732	0	1	0.0	1
08/22/13	10:31 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1732	0	1	0.0	1
08/22/13	10:32 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.2	55	12.7	21.9	10.11	1.1729	0	1	0.0	1
08/22/13	10:33 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.3	55	12.9	22.1	10.11	1.1723	0	1	0.0	1
08/22/13	10:34 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.3	54	12.6	22.1	9.91	1.1727	0	1	0.0	1
08/22/13	10:35 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.5	54	12.7	22.3	9.90	1.1719	0	1	0.0	1
08/22/13	10:36 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.6	0.00	0.0	---	---	22.6	54	12.8	22.5	9.90	1.1713	0	1	0.0	1
08/22/13	10:37 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	756.5	0.00	0.0	---	---	22.6	53	12.5	22.4	9.74	1.1715	0	1	0.0	1
