APITime,NO,NO2,NOx
04/09/2013 11:35:35,-0.3,5.8,5.5
04/09/2013 11:35:36,-0.4,5.7,5.4
04/09/2013 11:35:38,-0.4,5.7,5.4
04/09/2013 11:35:39,-0.4,5.7,5.4
04/09/2013 11:35:40,-0.4,5.7,5.4
04/09/2013 11:35:42,-0.4,5.7,5.4
04/09/2013 11:35:43,-0.4,5.7,5.4
04/09/2013 11:35:44,-0.4,5.6,5.3
04/09/2013 11:35:46,-0.4,5.6,5.3
04/09/2013 11:35:47,-0.4,5.6,5.3
04/09/2013 11:35:48,-0.4,5.6,5.3
04/09/2013 11:35:50,-0.4,5.6,5.3
04/09/2013 11:35:51,-0.4,5.6,5.3
04/09/2013 11:35:52,-0.4,5.6,5.3
04/09/2013 11:35:54,-0.4,5.6,5.2
04/09/2013 11:35:55,-0.4,5.6,5.2
04/09/2013 11:35:57,-0.4,5.6,5.2
04/09/2013 11:35:58,-0.4,5.6,5.2
04/09/2013 11:35:59,-0.4,5.6,5.2
04/09/2013 11:36:01,-0.4,5.6,5.2
04/09/2013 11:36:02,-0.4,5.5,5.1
04/09/2013 11:36:03,-0.4,5.5,5.1
04/09/2013 11:36:05,-0.4,5.5,5.1
04/09/2013 11:36:06,-0.4,5.5,5.1
04/09/2013 11:36:07,-0.4,5.5,5.1
04/09/2013 11:36:09,-0.4,5.5,5.1
04/09/2013 11:36:10,-0.4,5.5,5.1
04/09/2013 11:36:11,-0.4,5.5,5.1
04/09/2013 11:36:13,-0.4,5.5,5.1
04/09/2013 11:36:14,-0.4,5.5,5.1
04/09/2013 11:36:15,-0.4,5.4,5.0
04/09/2013 11:36:17,-0.4,5.4,5.0
04/09/2013 11:36:18,-0.4,5.4,5.0
04/09/2013 11:36:19,-0.4,5.4,5.0
04/09/2013 11:36:21,-0.4,5.4,5.0
04/09/2013 11:36:22,-0.4,5.4,5.0
04/09/2013 11:36:23,-0.4,5.3,4.9
04/09/2013 11:36:25,-0.4,5.3,4.9
04/09/2013 11:36:26,-0.4,5.3,4.9
04/09/2013 11:36:27,-0.4,5.3,4.9
04/09/2013 11:36:29,-0.4,5.3,4.9
04/09/2013 11:36:30,-0.4,5.3,4.9
04/09/2013 11:36:32,-0.4,5.3,4.8
04/09/2013 11:36:33,-0.4,5.2,4.8
04/09/2013 11:36:34,-0.4,5.2,4.8
04/09/2013 11:36:35,-0.4,5.2,4.8
04/09/2013 11:36:37,-0.4,5.2,4.8
04/09/2013 11:36:38,-0.4,5.2,4.8
04/09/2013 11:36:40,-0.4,5.2,4.8
04/09/2013 11:36:41,-0.4,5.2,4.8
04/09/2013 11:36:42,-0.4,5.2,4.8
04/09/2013 11:36:44,-0.4,5.2,4.8
04/09/2013 11:36:45,-0.4,5.2,4.8
04/09/2013 11:36:46,-0.4,5.2,4.8
04/09/2013 11:36:48,-0.4,5.2,4.8
04/09/2013 11:36:49,-0.4,5.1,4.7
04/09/2013 11:36:50,-0.4,5.1,4.7
04/09/2013 11:36:52,-0.4,5.1,4.7
04/09/2013 11:36:53,-0.4,5.1,4.7
04/09/2013 11:36:54,-0.4,5.1,4.7
04/09/2013 11:36:56,-0.4,5.1,4.7
04/09/2013 11:36:57,-0.4,5.1,4.7
04/09/2013 11:36:58,-0.4,5.1,4.6
04/09/2013 11:37:00,-0.4,5.1,4.6
04/09/2013 11:37:01,-0.4,5.1,4.6
04/09/2013 11:37:02,-0.4,5.1,4.6
04/09/2013 11:37:04,-0.4,5.1,4.6
04/09/2013 11:37:05,-0.4,5.1,4.6
04/09/2013 11:37:06,-0.4,5.1,4.6
04/09/2013 11:37:08,-0.4,5.1,4.6
04/09/2013 11:37:09,-0.4,5.1,4.6
04/09/2013 11:37:10,-0.4,5.1,4.6
04/09/2013 11:37:12,-0.4,5.1,4.6
04/09/2013 11:37:13,-0.4,5.1,4.6
04/09/2013 11:37:14,-0.4,5.1,4.6
04/09/2013 11:37:16,-0.4,5.1,4.6
04/09/2013 11:37:17,-0.4,5.1,4.6
04/09/2013 11:37:18,-0.4,5.1,4.6
04/09/2013 11:37:20,-0.4,5.1,4.7
04/09/2013 11:37:21,-0.4,5.1,4.7
04/09/2013 11:37:22,-0.4,5.1,4.7
04/09/2013 11:37:24,-0.4,5.1,4.7
04/09/2013 11:37:25,-0.4,5.1,4.7
04/09/2013 11:37:26,-0.4,5.1,4.7
04/09/2013 11:37:28,-0.4,5.1,4.7
04/09/2013 11:37:29,-0.4,5.1,4.7
04/09/2013 11:37:31,-0.4,5.1,4.7
04/09/2013 11:37:32,-0.4,5.1,4.7
04/09/2013 11:37:33,-0.4,5.1,4.7
04/09/2013 11:37:35,-0.4,5.1,4.7
04/09/2013 11:37:36,-0.4,5.1,4.7
04/09/2013 11:37:37,-0.4,5.2,4.8
04/09/2013 11:37:39,-0.4,5.2,4.8
04/09/2013 11:37:40,-0.4,5.2,4.8
04/09/2013 11:37:41,-0.4,5.2,4.8
04/09/2013 11:37:43,-0.4,5.2,4.8
04/09/2013 11:37:44,-0.4,5.2,4.8
04/09/2013 11:37:45,-0.4,5.4,5.0
04/09/2013 11:37:47,-0.4,5.4,5.0
04/09/2013 11:37:48,-0.4,5.4,5.0
04/09/2013 11:37:49,-0.4,5.4,5.0
04/09/2013 11:37:51,-0.4,5.4,5.0
04/09/2013 11:37:52,-0.4,5.4,5.0
04/09/2013 11:37:53,-0.4,5.4,5.0
04/09/2013 11:37:55,-0.3,5.5,5.2
04/09/2013 11:37:56,-0.3,5.5,5.2
04/09/2013 11:37:57,-0.3,5.5,5.2
04/09/2013 11:37:59,-0.3,5.5,5.2
04/09/2013 11:38:00,-0.3,5.5,5.2
04/09/2013 11:38:01,-0.3,5.5,5.2
04/09/2013 11:38:03,-0.2,5.9,5.7
04/09/2013 11:38:04,-0.2,5.9,5.7
04/09/2013 11:38:06,-0.2,5.9,5.7
04/09/2013 11:38:07,-0.2,5.9,5.7
04/09/2013 11:38:08,-0.2,5.9,5.7
04/09/2013 11:38:10,-0.2,5.9,5.7
04/09/2013 11:38:11,-0.2,5.9,18.7
04/09/2013 11:38:12,1.8,16.9,18.7
04/09/2013 11:38:14,1.8,16.9,18.7
04/09/2013 11:38:15,1.8,16.9,18.7
04/09/2013 11:38:16,1.8,16.9,18.7
04/09/2013 11:38:18,1.8,16.9,18.7
04/09/2013 11:38:19,1.8,16.9,18.7
04/09/2013 11:38:20,1.8,16.9,18.7
04/09/2013 11:38:22,1.8,16.9,18.7
04/09/2013 11:38:23,1.8,16.9,18.7
04/09/2013 11:38:24,3.5,21.4,24.8
04/09/2013 11:38:26,3.5,21.4,24.8
04/09/2013 11:38:27,3.5,21.4,24.8
04/09/2013 11:38:28,3.5,21.4,24.8
04/09/2013 11:38:30,3.5,21.4,24.8
04/09/2013 11:38:31,3.5,21.4,24.8
04/09/2013 11:38:32,3.5,21.4,24.8
04/09/2013 11:38:34,4.6,23.9,28.5
04/09/2013 11:38:35,4.6,23.9,28.5
04/09/2013 11:38:37,4.6,23.9,28.5
04/09/2013 11:38:38,4.6,23.9,28.5
04/09/2013 11:38:39,4.6,23.9,28.5
04/09/2013 11:38:41,4.6,23.9,28.5
04/09/2013 11:38:42,6.8,26.7,33.4
04/09/2013 11:38:43,6.8,26.7,33.4
04/09/2013 11:38:45,6.8,26.7,33.4
04/09/2013 11:38:46,6.8,26.7,33.4
04/09/2013 11:38:47,6.8,26.7,33.4
04/09/2013 11:38:49,6.8,26.7,33.4
04/09/2013 11:38:50,6.8,31.8,40.2
04/09/2013 11:38:52,8.4,31.8,40.2
04/09/2013 11:38:53,8.4,31.8,40.2
04/09/2013 11:38:54,8.4,31.8,40.2
04/09/2013 11:38:56,8.4,31.8,40.2
04/09/2013 11:38:57,8.4,31.8,40.2
04/09/2013 11:38:58,8.4,31.8,40.2
04/09/2013 11:39:00,10.5,36.3,46.9
04/09/2013 11:39:01,10.5,36.3,46.9
04/09/2013 11:39:02,10.5,36.3,46.9
04/09/2013 11:39:04,10.5,36.3,46.9
04/09/2013 11:39:05,10.5,36.3,46.9
04/09/2013 11:39:06,10.5,36.3,46.9
04/09/2013 11:39:08,12.6,39.4,52.0
04/09/2013 11:39:09,12.6,39.4,52.0
04/09/2013 11:39:11,12.6,39.4,52.0
04/09/2013 11:39:12,12.6,39.4,52.0
04/09/2013 11:39:13,12.6,39.4,52.0
04/09/2013 11:39:15,12.6,39.4,52.0
04/09/2013 11:39:16,12.6,43.1,56.8
04/09/2013 11:39:18,13.7,43.1,56.8
04/09/2013 11:39:19,13.7,43.1,56.8
04/09/2013 11:39:20,13.7,43.1,56.8
04/09/2013 11:39:22,13.7,43.1,56.8
04/09/2013 11:39:23,13.7,43.1,56.8
04/09/2013 11:39:24,13.7,43.1,56.8
04/09/2013 11:39:26,13.7,43.1,56.8
04/09/2013 11:39:27,13.7,43.1,56.8
04/09/2013 11:39:28,13.7,43.1,56.8
04/09/2013 11:39:30,15.6,45.9,61.5
04/09/2013 11:39:31,15.6,45.9,61.5
04/09/2013 11:39:32,15.6,45.9,61.5
04/09/2013 11:39:34,15.6,45.9,61.5
04/09/2013 11:39:35,15.6,45.9,61.5
04/09/2013 11:39:36,15.6,45.9,61.5
04/09/2013 11:39:38,15.6,48.6,66.7
04/09/2013 11:39:39,18.1,48.6,66.7
04/09/2013 11:39:40,18.1,48.6,66.7
04/09/2013 11:39:42,18.1,48.6,66.7
04/09/2013 11:39:43,18.1,48.6,66.7
04/09/2013 11:39:44,18.1,48.6,66.7
04/09/2013 11:39:46,18.1,48.6,66.7
04/09/2013 11:39:47,20.6,52.1,72.7
04/09/2013 11:39:48,20.6,52.1,72.7
04/09/2013 11:39:50,20.6,52.1,72.7
04/09/2013 11:39:51,20.6,52.1,72.7
04/09/2013 11:39:53,20.6,52.1,72.7
04/09/2013 11:39:54,20.6,52.1,72.7
04/09/2013 11:39:55,22.7,53.2,75.9
04/09/2013 11:39:57,22.7,53.2,75.9
04/09/2013 11:39:58,22.7,53.2,75.9
04/09/2013 11:39:59,22.7,53.2,75.9
04/09/2013 11:40:01,22.7,53.2,75.9
04/09/2013 11:40:02,22.7,53.2,75.9
04/09/2013 11:40:04,22.7,53.2,79.8
04/09/2013 11:40:05,25.4,54.4,79.8
04/09/2013 11:40:06,25.4,54.4,79.8
04/09/2013 11:40:08,25.4,54.4,79.8
04/09/2013 11:40:09,25.4,54.4,79.8
04/09/2013 11:40:11,25.4,54.4,79.8
04/09/2013 11:40:12,25.4,54.4,79.8
04/09/2013 11:40:13,27.2,55.3,82.5
04/09/2013 11:40:14,27.2,55.3,82.5
04/09/2013 11:40:16,27.2,55.3,82.5
04/09/2013 11:40:17,27.2,55.3,82.5
04/09/2013 11:40:19,27.2,55.3,82.5
04/09/2013 11:40:20,27.2,55.3,82.5
04/09/2013 11:40:21,28.2,58.1,86.3
04/09/2013 11:40:23,28.2,58.1,86.3
04/09/2013 11:40:24,28.2,58.1,86.3
04/09/2013 11:40:25,28.2,58.1,86.3
04/09/2013 11:40:27,28.2,58.1,86.3
04/09/2013 11:40:28,28.2,58.1,86.3
04/09/2013 11:40:30,28.2,58.1,86.3
04/09/2013 11:40:31,28.2,58.1,86.3
04/09/2013 11:40:32,28.2,58.1,86.3
04/09/2013 11:40:34,28.2,58.1,86.3
04/09/2013 11:40:35,27.2,59.3,86.5
04/09/2013 11:40:36,27.2,59.3,86.5
04/09/2013 11:40:38,27.2,59.3,86.5
04/09/2013 11:40:39,27.2,59.3,86.5
04/09/2013 11:40:40,27.2,59.3,86.5
04/09/2013 11:40:42,27.2,59.3,86.5
04/09/2013 11:40:43,27.2,59.0,86.1
04/09/2013 11:40:44,27.2,59.0,86.1
04/09/2013 11:40:46,27.2,59.0,86.1
04/09/2013 11:40:47,27.2,59.0,86.1
04/09/2013 11:40:49,27.2,59.0,86.1
04/09/2013 11:40:50,27.2,59.0,86.1
04/09/2013 11:40:51,27.2,59.0,86.1
04/09/2013 11:40:53,27.0,59.0,86.0
04/09/2013 11:40:54,27.0,59.0,86.0
04/09/2013 11:40:55,27.0,59.0,86.0
04/09/2013 11:40:57,27.0,59.0,86.0
04/09/2013 11:40:58,27.0,59.0,86.0
04/09/2013 11:40:59,27.0,59.0,86.0
04/09/2013 11:41:01,26.8,58.8,85.6
04/09/2013 11:41:02,26.8,58.8,85.6
04/09/2013 11:41:03,26.8,58.8,85.6
04/09/2013 11:41:05,26.8,58.8,85.6
04/09/2013 11:41:06,26.8,58.8,85.6
04/09/2013 11:41:07,26.8,58.8,85.6
04/09/2013 11:41:09,26.8,58.5,85.3
04/09/2013 11:41:10,26.8,58.5,85.3
04/09/2013 11:41:12,26.8,58.5,85.3
04/09/2013 11:41:13,26.8,58.5,85.3
04/09/2013 11:41:14,26.8,58.5,85.3
04/09/2013 11:41:16,26.8,58.5,85.3
04/09/2013 11:41:17,26.8,58.5,85.3
04/09/2013 11:41:18,26.8,58.3,85.2
04/09/2013 11:41:20,26.8,58.3,85.2
04/09/2013 11:41:21,26.8,58.3,85.2
04/09/2013 11:41:22,26.8,58.3,85.2
04/09/2013 11:41:24,26.8,58.3,85.2
04/09/2013 11:41:25,26.8,58.3,85.2
04/09/2013 11:41:26,26.9,58.2,85.1
04/09/2013 11:41:28,26.9,58.2,85.1
04/09/2013 11:41:29,26.9,58.2,85.1
04/09/2013 11:41:31,26.9,58.2,85.1
04/09/2013 11:41:32,26.9,58.2,85.1
04/09/2013 11:41:33,26.9,58.2,85.1
04/09/2013 11:41:35,26.9,58.2,85.1
04/09/2013 11:41:36,26.9,58.2,85.1
04/09/2013 11:41:37,26.9,58.2,85.1
04/09/2013 11:41:39,26.9,58.2,85.1
04/09/2013 11:41:40,26.9,57.9,84.9
04/09/2013 11:41:41,26.9,57.9,84.9
04/09/2013 11:41:43,26.9,57.9,84.9
04/09/2013 11:41:44,26.9,57.9,84.9
04/09/2013 11:41:45,26.9,57.9,84.9
04/09/2013 11:41:47,26.9,57.9,84.9
04/09/2013 11:41:48,26.9,58.0,85.0
04/09/2013 11:41:49,26.9,58.0,85.0
04/09/2013 11:41:51,26.9,58.0,85.0
04/09/2013 11:41:52,26.9,58.0,85.0
04/09/2013 11:41:53,26.9,58.0,85.0
04/09/2013 11:41:55,26.9,58.0,85.0
04/09/2013 11:41:56,26.9,58.0,85.0
04/09/2013 11:41:58,27.0,57.8,84.8
04/09/2013 11:41:59,27.0,57.8,84.8
04/09/2013 11:42:00,27.0,57.8,84.8
04/09/2013 11:42:02,27.0,57.8,84.8
04/09/2013 11:42:03,27.0,57.8,84.8
04/09/2013 11:42:04,27.0,57.8,84.8
04/09/2013 11:42:06,27.2,57.6,84.8
04/09/2013 11:42:07,27.2,57.6,84.8
04/09/2013 11:42:08,27.2,57.6,84.8
04/09/2013 11:42:10,27.2,57.6,84.8
04/09/2013 11:42:11,27.2,57.6,84.8
04/09/2013 11:42:12,27.2,57.6,84.8
04/09/2013 11:42:14,27.5,57.6,85.0
04/09/2013 11:42:15,27.5,57.6,85.0
04/09/2013 11:42:16,27.5,57.6,85.0
04/09/2013 11:42:18,27.5,57.6,85.0
04/09/2013 11:42:19,27.5,57.6,85.0
04/09/2013 11:42:21,27.5,57.6,85.0
04/09/2013 11:42:22,27.5,57.6,85.0
04/09/2013 11:42:23,27.9,57.5,85.5
04/09/2013 11:42:25,27.9,57.5,85.5
04/09/2013 11:42:26,27.9,57.5,85.5
04/09/2013 11:42:27,27.9,57.5,85.5
04/09/2013 11:42:29,27.9,57.5,85.5
04/09/2013 11:42:30,27.9,57.5,85.5
04/09/2013 11:42:31,28.3,57.7,86.0
04/09/2013 11:42:33,28.3,57.7,86.0
04/09/2013 11:42:34,28.3,57.7,86.0
04/09/2013 11:42:35,28.3,57.7,86.0
04/09/2013 11:42:37,28.3,57.7,86.0
04/09/2013 11:42:38,28.3,57.7,86.0
04/09/2013 11:42:40,28.3,57.7,86.0
04/09/2013 11:42:41,28.3,57.7,86.0
04/09/2013 11:42:42,28.3,57.7,86.0
04/09/2013 11:42:44,28.3,57.7,86.4
04/09/2013 11:42:45,28.8,57.6,86.4
04/09/2013 11:42:46,28.8,57.6,86.4
04/09/2013 11:42:48,28.8,57.6,86.4
04/09/2013 11:42:49,28.8,57.6,86.4
04/09/2013 11:42:50,28.8,57.6,86.4
04/09/2013 11:42:52,28.8,57.6,86.4
04/09/2013 11:42:53,44.1,59.9,104.0
04/09/2013 11:42:54,44.1,59.9,104.0
04/09/2013 11:42:56,44.1,59.9,104.0
04/09/2013 11:42:57,44.1,59.9,104.0
04/09/2013 11:42:59,44.1,59.9,104.0
04/09/2013 11:43:00,44.1,59.9,104.0
04/09/2013 11:43:01,51.2,61.6,112.8
04/09/2013 11:43:03,51.2,61.6,112.8
04/09/2013 11:43:04,51.2,61.6,112.8
04/09/2013 11:43:05,51.2,61.6,112.8
04/09/2013 11:43:07,51.2,61.6,112.8
04/09/2013 11:43:08,51.2,61.6,112.8
04/09/2013 11:43:10,51.2,61.6,112.8
04/09/2013 11:43:11,57.8,63.4,121.3
04/09/2013 11:43:12,57.8,63.4,121.3
04/09/2013 11:43:14,57.8,63.4,121.3
04/09/2013 11:43:15,57.8,63.4,121.3
04/09/2013 11:43:16,57.8,63.4,121.3
04/09/2013 11:43:18,57.8,63.4,121.3
04/09/2013 11:43:19,60.1,67.1,127.1
04/09/2013 11:43:20,60.1,67.1,127.1
04/09/2013 11:43:22,60.1,67.1,127.1
04/09/2013 11:43:23,60.1,67.1,127.1
04/09/2013 11:43:25,60.1,67.1,127.1
04/09/2013 11:43:26,60.1,67.1,127.1
04/09/2013 11:43:27,62.5,66.3,128.8
04/09/2013 11:43:29,62.5,66.3,128.8
04/09/2013 11:43:30,62.5,66.3,128.8
04/09/2013 11:43:31,62.5,66.3,128.8
04/09/2013 11:43:33,62.5,66.3,128.8
04/09/2013 11:43:34,62.5,66.3,128.8
04/09/2013 11:43:35,62.5,66.3,128.8
04/09/2013 11:43:37,65.3,67.8,133.2
04/09/2013 11:43:38,65.3,67.8,133.2
04/09/2013 11:43:39,65.3,67.8,133.2
04/09/2013 11:43:41,65.3,67.8,133.2
04/09/2013 11:43:42,65.3,67.8,133.2
04/09/2013 11:43:43,65.3,67.8,133.2
04/09/2013 11:43:45,65.3,67.8,133.2
04/09/2013 11:43:46,65.3,67.8,133.2
04/09/2013 11:43:47,65.3,67.8,133.2
04/09/2013 11:43:49,65.3,67.1,132.4
04/09/2013 11:43:50,65.3,67.1,132.4
04/09/2013 11:43:52,65.3,67.1,132.4
04/09/2013 11:43:53,65.3,67.1,132.4
04/09/2013 11:43:54,65.3,67.1,132.4
04/09/2013 11:43:55,65.3,67.1,132.4
04/09/2013 11:43:57,65.3,67.1,132.4
04/09/2013 11:43:58,62.4,69.3,131.6
04/09/2013 11:44:00,62.4,69.3,131.6
04/09/2013 11:44:01,62.4,69.3,131.6
04/09/2013 11:44:02,62.4,69.3,131.6
04/09/2013 11:44:04,62.4,69.3,131.6
04/09/2013 11:44:05,62.4,69.3,131.6
04/09/2013 11:44:06,59.7,65.9,125.6
04/09/2013 11:44:08,59.7,65.9,125.6
04/09/2013 11:44:09,59.7,65.9,125.6
04/09/2013 11:44:10,59.7,65.9,125.6
04/09/2013 11:44:12,59.7,65.9,125.6
04/09/2013 11:44:13,59.7,65.9,125.6
04/09/2013 11:44:14,59.7,65.9,125.6
04/09/2013 11:44:16,60.6,64.5,125.1
04/09/2013 11:44:17,60.6,64.5,125.1
04/09/2013 11:44:18,60.6,64.5,125.1
04/09/2013 11:44:20,60.6,64.5,125.1
04/09/2013 11:44:21,60.6,64.5,125.1
04/09/2013 11:44:22,60.6,64.5,125.1
04/09/2013 11:44:24,61.0,64.5,125.5
04/09/2013 11:44:25,61.0,64.5,125.5
04/09/2013 11:44:26,61.0,64.5,125.5
04/09/2013 11:44:28,61.0,64.5,125.5
04/09/2013 11:44:29,61.0,64.5,125.5
04/09/2013 11:44:30,61.0,64.5,125.5
04/09/2013 11:44:32,61.0,64.5,126.7
04/09/2013 11:44:33,61.3,65.4,126.7
04/09/2013 11:44:35,61.3,65.4,126.7
04/09/2013 11:44:36,61.3,65.4,126.7
04/09/2013 11:44:37,61.3,65.4,126.7
04/09/2013 11:44:39,61.3,65.4,126.7
04/09/2013 11:44:40,61.3,65.4,126.7
04/09/2013 11:44:41,61.7,67.7,129.4
04/09/2013 11:44:43,61.7,67.7,129.4
04/09/2013 11:44:44,61.7,67.7,129.4
04/09/2013 11:44:45,61.7,67.7,129.4
04/09/2013 11:44:47,61.7,67.7,129.4
04/09/2013 11:44:48,61.7,67.7,129.4
04/09/2013 11:44:49,61.7,67.7,129.4
04/09/2013 11:44:51,61.7,67.7,129.4
04/09/2013 11:44:52,61.7,67.7,129.4
04/09/2013 11:44:54,61.7,69.0,134.4
04/09/2013 11:44:55,65.4,69.0,134.4
04/09/2013 11:44:56,65.4,69.0,134.4
04/09/2013 11:44:58,65.4,69.0,134.4
04/09/2013 11:44:59,65.4,69.0,134.4
04/09/2013 11:45:00,65.4,69.0,134.4
04/09/2013 11:45:02,65.4,69.0,134.4
04/09/2013 11:45:03,69.1,72.1,141.2
04/09/2013 11:45:05,69.1,72.1,141.2
04/09/2013 11:45:06,69.1,72.1,141.2
04/09/2013 11:45:07,69.1,72.1,141.2
04/09/2013 11:45:09,69.1,72.1,141.2
04/09/2013 11:45:10,69.1,72.1,141.2
04/09/2013 11:45:11,70.7,71.7,142.4
04/09/2013 11:45:13,70.7,71.7,142.4
04/09/2013 11:45:14,70.7,71.7,142.4
04/09/2013 11:45:15,70.7,71.7,142.4
04/09/2013 11:45:17,70.7,71.7,142.4
04/09/2013 11:45:18,70.7,71.7,142.4
04/09/2013 11:45:20,70.7,71.7,142.4
04/09/2013 11:45:21,73.2,73.2,146.4
04/09/2013 11:45:22,73.2,73.2,146.4
04/09/2013 11:45:24,73.2,73.2,146.4
04/09/2013 11:45:25,73.2,73.2,146.4
04/09/2013 11:45:26,73.2,73.2,146.4
04/09/2013 11:45:28,73.2,73.2,146.4
04/09/2013 11:45:29,76.3,73.1,149.4
04/09/2013 11:45:30,76.3,73.1,149.4
04/09/2013 11:45:32,76.3,73.1,149.4
04/09/2013 11:45:33,76.3,73.1,149.4
04/09/2013 11:45:34,76.3,73.1,149.4
04/09/2013 11:45:36,76.3,73.1,149.4
04/09/2013 11:45:37,79.9,72.6,152.6
04/09/2013 11:45:38,79.9,72.6,152.6
04/09/2013 11:45:40,79.9,72.6,152.6
04/09/2013 11:45:41,79.9,72.6,152.6
04/09/2013 11:45:43,79.9,72.6,152.6
04/09/2013 11:45:44,79.9,72.6,152.6
04/09/2013 11:45:45,79.9,72.6,152.6
04/09/2013 11:45:47,79.7,70.1,149.8
04/09/2013 11:45:48,79.7,70.1,149.8
04/09/2013 11:45:49,79.7,70.1,149.8
04/09/2013 11:45:51,79.7,70.1,149.8
04/09/2013 11:45:52,79.7,70.1,149.8
04/09/2013 11:45:53,79.7,70.1,149.8
04/09/2013 11:45:55,79.7,70.1,149.8
04/09/2013 11:45:56,79.7,70.1,149.8
04/09/2013 11:45:57,79.7,70.1,149.8
04/09/2013 11:45:59,77.2,71.8,148.9
04/09/2013 11:46:00,77.2,71.8,148.9
04/09/2013 11:46:02,77.2,71.8,148.9
04/09/2013 11:46:03,77.2,71.8,148.9
04/09/2013 11:46:04,77.2,71.8,148.9
04/09/2013 11:46:06,77.2,71.8,148.9
04/09/2013 11:46:07,77.2,71.8,147.4
04/09/2013 11:46:09,74.9,72.4,147.4
04/09/2013 11:46:10,74.9,72.4,147.4
04/09/2013 11:46:11,74.9,72.4,147.4
04/09/2013 11:46:13,74.9,72.4,147.4
04/09/2013 11:46:14,74.9,72.4,147.4
04/09/2013 11:46:15,74.9,72.4,147.4
04/09/2013 11:46:17,76.0,69.5,145.6
04/09/2013 11:46:18,76.0,69.5,145.6
04/09/2013 11:46:19,76.0,69.5,145.6
04/09/2013 11:46:21,76.0,69.5,145.6
04/09/2013 11:46:22,76.0,69.5,145.6
04/09/2013 11:46:23,76.0,69.5,145.6
04/09/2013 11:46:25,76.8,69.1,145.9
04/09/2013 11:46:26,76.8,69.1,145.9
04/09/2013 11:46:28,76.8,69.1,145.9
04/09/2013 11:46:29,76.8,69.1,145.9
04/09/2013 11:46:30,76.8,69.1,145.9
04/09/2013 11:46:32,76.8,69.1,145.9
04/09/2013 11:46:33,76.8,69.1,145.9
04/09/2013 11:46:34,78.4,67.7,146.1
04/09/2013 11:46:36,78.4,67.7,146.1
04/09/2013 11:46:37,78.4,67.7,146.1
04/09/2013 11:46:38,78.4,67.7,146.1
04/09/2013 11:46:40,78.4,67.7,146.1
04/09/2013 11:46:41,78.4,67.7,146.1
04/09/2013 11:46:43,80.7,66.8,147.5
04/09/2013 11:46:44,80.7,66.8,147.5
04/09/2013 11:46:45,80.7,66.8,147.5
04/09/2013 11:46:46,80.7,66.8,147.5
04/09/2013 11:46:48,80.7,66.8,147.5
04/09/2013 11:46:49,80.7,66.8,147.5
04/09/2013 11:46:51,80.7,66.8,150.8
04/09/2013 11:46:52,84.2,66.6,150.8
04/09/2013 11:46:53,84.2,66.6,150.8
04/09/2013 11:46:55,84.2,66.6,150.8
04/09/2013 11:46:56,84.2,66.6,150.8
04/09/2013 11:46:57,84.2,66.6,150.8
04/09/2013 11:46:59,84.2,66.6,150.8
04/09/2013 11:47:00,84.2,66.6,150.8
04/09/2013 11:47:01,84.2,66.6,150.8
04/09/2013 11:47:03,84.2,66.6,150.8
04/09/2013 11:47:04,88.3,66.4,154.7
04/09/2013 11:47:06,88.3,66.4,154.7
04/09/2013 11:47:07,88.3,66.4,154.7
04/09/2013 11:47:08,88.3,66.4,154.7
04/09/2013 11:47:10,88.3,66.4,154.7
04/09/2013 11:47:11,88.3,66.4,154.7
04/09/2013 11:47:12,88.2,71.1,159.4
04/09/2013 11:47:14,88.2,71.1,159.4
04/09/2013 11:47:15,88.2,71.1,159.4
04/09/2013 11:47:16,88.2,71.1,159.4
04/09/2013 11:47:18,88.2,71.1,159.4
04/09/2013 11:47:19,88.2,71.1,159.4
04/09/2013 11:47:20,88.2,71.1,159.4
04/09/2013 11:47:22,85.2,72.7,157.9
04/09/2013 11:47:23,85.2,72.7,157.9
04/09/2013 11:47:25,85.2,72.7,157.9
04/09/2013 11:47:26,85.2,72.7,157.9
04/09/2013 11:47:27,85.2,72.7,157.9
04/09/2013 11:47:29,85.2,72.7,157.9
04/09/2013 11:47:30,85.1,72.2,157.3
04/09/2013 11:47:31,85.1,72.2,157.3
04/09/2013 11:47:33,85.1,72.2,157.3
04/09/2013 11:47:34,85.1,72.2,157.3
04/09/2013 11:47:35,85.1,72.2,157.3
04/09/2013 11:47:37,85.1,72.2,157.3
04/09/2013 11:47:38,85.1,72.2,157.9
04/09/2013 11:47:40,85.2,72.7,157.9
04/09/2013 11:47:41,85.2,72.7,157.9
04/09/2013 11:47:42,85.2,72.7,157.9
04/09/2013 11:47:44,85.2,72.7,157.9
04/09/2013 11:47:45,85.2,72.7,157.9
04/09/2013 11:47:46,85.2,72.7,157.9
04/09/2013 11:47:48,85.3,72.5,157.8
04/09/2013 11:47:49,85.3,72.5,157.8
04/09/2013 11:47:50,85.3,72.5,157.8
04/09/2013 11:47:52,85.3,72.5,157.8
04/09/2013 11:47:53,85.3,72.5,157.8
04/09/2013 11:47:54,85.3,72.5,157.8
04/09/2013 11:47:56,84.8,72.7,157.6
04/09/2013 11:47:57,84.8,72.7,157.6
04/09/2013 11:47:58,84.8,72.7,157.6
04/09/2013 11:48:00,84.8,72.7,157.6
04/09/2013 11:48:01,84.8,72.7,157.6
04/09/2013 11:48:03,84.8,72.7,157.6
04/09/2013 11:48:04,84.8,72.7,157.6
